ra,dec,Instrument,Source,SIMBAD_Name,Source_Type
12.688158,-73.348788,uvit1,SMC-17,SSTISAGEMA J005043.91-732051.3,Candidate_RGB*
329.4195,-80.358,uvit1,FRB190711,FRB 190711,radioBurst
257.226958,-44.102042,laxpc2,4U 1705-44,4U 1705-44,LMXB
13.315017000000001,-73.0437,uvit1,SMC-18,2MASS J00531617-7302289,Candidate_RGB*
13.920304000000002,-72.736767,uvit1,SMC-19,2MASS J00553808-7244031,Candidate_RGB*
329.4195,-80.358,uvit1,FRB190711,FRB 190711,radioBurst
251.44875,-45.611111,laxpc2,GX 340+0,4U 1642-45,LMXB
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
83.633083,22.0145,czt1,Crab,M   1,SNR
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
83.633083,22.0145,laxpc1,Crab,M   1,SNR
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
51.17125,34.179444000000004,sxt,1H 0323+34203,QSO J0324+3410,BLLac
288.798125,10.945767,laxpc2,GRS 1915+105,Granat 1915+105,HMXB
308.063642,37.637456,sxt,EXO 2030+375,V* V2246 Cyg,HMXB
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
264.495,-37.772,laxpc2,IGR J17379-3747,XTE J1737-376,Candidate_HMXB
295.66935,-10.323492,sxt,NGC 6814,NGC  6814,Seyfert_1
12.08,85.223917,uvit1,NGC 188,Cl* NGC  188    DGV     702,Star
277.673792,-6.754861,laxpc2,SGR 1830-0645,GRB 201010A,X
15.009020999999999,-71.506913,uvit1,SMC-15,SSTISAGEMA J010002.16-713024.5,Candidate_RGB*
12.038654,-73.651933,uvit1,SMC-16,TYC 9141-7575-1,Star
14.505033,-72.428086,uvit1,SMC-20,2MASS J00580230-7225519,Candidate_RGB*
15.616629000000001,-71.805817,uvit1,SMC-22,OGLE SMC114.8    537,PM*
13.320704000000001,-73.654816,uvit1,SMC-23,2MASS J00531826-7339228,Candidate_RGB*
14.552054,-73.039034,uvit1,SMC-25,2MASS J00581120-7302240,Candidate_RGB*
15.135670999999999,-72.728528,uvit1,SMC-26,OGLE SMC-SC9  13451,deltaCep
15.699283,-72.416398,uvit1,SMC-27,SMC ASS 50,Assoc*
16.243854000000002,-72.102726,uvit1,SMC-28,NAME XTE POSITION B,HMXB
16.770275,-71.787588,uvit1,SMC-29,SSTISAGEMA J010701.43-714712.5,Star
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
14.602604000000001,-73.649978,uvit1,SMC-30,SSTISAGEMA J005823.69-733859.9,Candidate_RGB*
15.205995999999999,-73.33928900000001,uvit1,SMC-31,2MASS J01005000-7320175,Candidate_RGB*
15.787917000000002,-73.02692900000001,uvit1,SMC-32,2dFS  1742,Star
14.461186999999999,-71.817115,uvit1,SMC-14,2MASS J00575010-7149073,Candidate_RGB*
13.89505,-72.125701,uvit1,SMC-13,OGLE SMC-LPV-11736,LPV*
13.947420999999999,-73.347828,uvit1,SMC-24,2MASS J00554858-7320579,Candidate_RGB*
16.349438,-72.712987,uvit1,SMC-33,SSTISAGEMA J010521.23-724242.9,Candidate_RGB*
11.37,41.902806,uvit1,M31N 2008-12a,RX J0045.4+4154,Nova
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
340.726697,29.712317,uvit1,Akn564,2MASX J22425351+2943125,Galaxy
15.883196,-73.637423,uvit1,SMC-36,2MASS J01033355-7338116,Candidate_RGB*
16.462782999999998,-73.32318199999999,uvit1,SMC-37,SSTISAGEMA J010544.85-731902.3,Candidate_RGB*
16.371613,-72.98356899999999,uvit1,SMC-38,2MASS J01052928-7259080,Candidate_AGB*
17.543858,-72.622015,uvit1,SMC-39,SSTISAGEMA J011010.65-723713.7,Candidate_RGB*
17.7167,-73.29952800000001,uvit1,SMC-41,2MASS J01104696-7317541,Candidate_RGB*
11.37,41.902806,sxt,M31N 2008-12a,RX J0045.4+4154,Nova
84.727393,26.315789000000002,laxpc1,A0535+262,HD 245770,HMXB
18.966675,-73.26835799999999,uvit1,SMC-42,XMMU J011555.6-731605,AGN_Candidate
19.70565,-73.55369300000001,uvit1,SMC-43,XMMU J011847.9-733321,X
20.211654,-73.229714,uvit1,SMC-44,LIN 531,Em*
20.969629,-73.510553,uvit1,SMC-45,SSTISAGEMA J012348.07-733013.0,Candidate_RGB*
11.037,41.557347,uvit1,M31 Field No. 2,[AMB2011] HII 2651,HII
21.450617,-73.183644,uvit1,SMC-46,SSTISAGEMA J012548.33-731036.0,Candidate_RGB*
22.226725,-73.459887,uvit1,SMC-47,SSTISAGEMA J012901.25-732705.4,Star
17.415212,-72.08067199999999,uvit1,SMC-35,SSTISAGEMA J010932.85-720432.5,Candidate_RGB*
16.891554,-72.397542,uvit1,SMC-34,OGLE SMC-SC11  55592,Star
334.9625,-48.711110999999995,uvit1,GW Candidate Transient,0.0,0.0
18.080917000000003,-72.371539,uvit1,SMC-40,SSTISAGEMA J011223.57-722207.8,Star
21.742062,-32.543177,uvit1,R Scl,V* R Scl,C*
174.81196699999998,17.143669,uvit1,UGC6614,UGC  6614,LINER
40.099863,-8.433544,uvit1,NGC1042,NGC  1042,GinPair
334.12125,-21.430694,uvit1,IC 1438,IC 1438,EmG
10.710708,41.250228,uvit1,M31 Field No. 1,M31N 2013-12a,X
11.037,41.557347,uvit1,M31 Field No. 2,[AMB2011] HII 2651,HII
334.9625,-48.711110999999995,uvit1,GW Candidate Transient,0.0,0.0
23.575833,-29.4185,uvit1,NGC 0613,NGC   613,AGN
356.965417,-30.522,uvit1,NGC 7755,NGC  7755,EmG
66.50295799999999,-57.200492000000004,sxt,1H 0419-577,LB  1727,Seyfert_1
174.81196699999998,17.143669,uvit1,UGC6614,UGC  6614,LINER
71.427083,-59.247181000000005,uvit1,NGC 1672,[JBC2011] 15,X
160.99041699999998,11.703806,uvit1,NGC 3351,M  95,GinPair
46.01,-12.07,sxt,Cluster 3,[XRP2018] 2,Possible_ClG
41.579375,-30.274889,uvit1,NGC 1097,NGC  1097,LINER
25.76,13.645056,uvit1,NGC 660,NGC   660,Seyfert_2
37.083791999999995,-31.881028000000004,uvit1,MCG-05-07-001,ESO 415-26,Galaxy
41.579583,-30.274889,uvit1,NGC 1097,NGC  1097,LINER
159.862042,47.947111,uvit1,UGC 5791,UGC  5791,GinPair
110.75583300000001,36.35475,uvit1,J0723+3621,SDSS J072301.42+362117.1,Galaxy
96.3175,73.577472,sxt,MU Cam,V* MU Cam,XB
175.909583,71.688806,sxt,YY Dra,V* DO Dra,DwarfNova
135.100417,25.614806,uvit1,UGC 4722,UGC  4722,Galaxy
334.9625,-48.711110999999995,uvit1,GW Candidate Transient,0.0,0.0
351.473333,42.535,uvit1,NGC7662,NGC  7662,PN
177.900192,16.664285999999997,uvit1,LEDA 37112,2MASX J11513608+1639509,Galaxy
129.54458300000002,48.634444,sxt,EI UMa,0.0,0.0
269.639183,66.632986,uvit1,NGC6543,NGC  6543,PN
222.81004199999998,35.542269,uvit1,UGC 9562,UGC  9562,GinPair
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
133.703646,20.108511,sxt,oj287,QSO J0854+2006,BLLac
170.889833,67.186083,uvit1,J112333d56p671109d9,2MASS J11233360+6711102,AGN
41.579375,-30.274889,uvit1,NGC 1097,NGC  1097,LINER
13.395554,12.693313,uvit1,PG 0050+124,Mrk 1502,Seyfert_1
197.524333,34.181111,uvit1,SDSSCGB 6435.1,SDSSCGB 6435.1,Galaxy
17.033625,-15.511869,uvit1,JO23,LEDA  910245,EmG
243.488246,65.719432,uvit1,PG 1613+658,Mrk  876,Seyfert_1
124.59583300000001,-11.19415,uvit1,UCAC2 27827162,UCAC2  27827162,Star
161.325,35.320278,uvit1,SDSS J104518.43+351913.5,SDSS J104518.03+351913.1,Galaxy
168.950208,29.18825,uvit1,BCD_T3,SDSS J111551.41+291155.7,QSO
166.805,65.10194399999999,uvit1,SDSS J110713.22+650606.6,MCG+11-14-003b,LINER
10.520912,-9.534464,uvit1,JO200,MCG-02-02-091,GinCl
37.206292,-9.031611,uvit1,J022849d51m090153d8,SDSS J022849.51-090153.8,Seyfert_1
155.88583300000002,10.959722,uvit1,MRK 721,NGC  3217,RadioG
166.880125,13.786889000000002,uvit1,J110731d23p134712d8,SDSS J110731.23+134712.9,AGN_Candidate
211.228042,12.704689,uvit1,Mrk 803,[BKD2008] WR 336,PartofG
211.223833,12.721694,uvit1,UGC 9002,UGC  9002,GinPair
81.34375,24.2255,sxt,J0525+24,RX J0525.3+2413,CataclyV*
174.55375,12.111944,uvit1,MRK 743,NGC  3773,HII_G
185.3865,14.606167000000001,uvit1,NGC 4298,NGC  4298,GinPair
191.8,13.900356,uvit1,NGC 4689,0.0,0.0
168.950208,29.18825,uvit1,BCD_T3,SDSS J111551.41+291155.7,QSO
172.54725,44.25525,uvit1,BCD_T6,NVSS J113012+441543,Radio
182.681792,42.264225,uvit1,BCD_T7,0.0,0.0
197.749458,51.487233,uvit1,BCD_T8,0.0,0.0
80.48575,43.989444,uvit1,2MASSJ05215658+4359220,2MASS J05215658+4359220,RGB*
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
201.696833,-47.479583,uvit1,NGC 5139,NGC  5139,GlCl
215.303333,-62.698333,sxt,2S 1417-624,4U 1416-62,HMXB
225.076875,-82.21369399999999,uvit1,IC 4499,IC 4499,GlCl
172.54725,44.25525,uvit1,BCD_T6,NVSS J113012+441543,Radio
182.681792,42.264225,uvit1,BCD_T7,0.0,0.0
191.28258300000002,45.44025,uvit1,Y CVn,V* Y CVn,C*
35.3775,39.366111,uvit1,arp 273,[T2015] nest 201849,PairG
241.110625,40.683042,uvit1,NGC 6058,NGC  6058,PN
197.749458,51.487233,uvit1,BCD_T8,0.0,0.0
197.20291699999999,-6.7775,uvit1,NGC 4981,NGC  4981,GinGroup
99.135417,35.595361,sxt,V647 Aur,V* V647 Aur,XB
99.135417,35.595361,sxt,V647 Aur,V* V647 Aur,XB
114.535292,38.882444,uvit1,NGC 2419,Cl* NGC 2419    BSS     159,BlueStraggler
129.684375,43.372275,uvit1,BCD_T2,TYC 2981-473-1,Star
237.391917,70.348089,laxpc2,Blank Sky-8,0.0,0.0
84.395425,-70.194733,uvit1,LMC-20,OGLE LMC-SC16 236301,RRLyr
85.45755600000001,-70.170906,uvit1,LMC-21,2MASS J05415075-7009394,LPV*
86.516968,-70.140823,uvit1,LMC-22,2MASS J05460021-7008211,LPV*
162.097917,-25.162056,uvit1,NGC 3393,[SUA2001] J104823.500-250942.98,Radio
83.331199,-70.212284,uvit1,LMC-19,OGLE LMC-LPV-68873,LPV*
82.265509,-70.223543,uvit1,LMC-18,OGLE LMC-SC3 233728,RRLyr
81.198998,-70.228499,uvit1,LMC-17,2MASS J05244964-7013275,LPV*
94.992575,-10.637417,uvit1,HD44179,HD  44179,post-AGB*
255.705667,-48.789667,laxpc1,GX339-4,V* V821 Ara,HMXB
211.591208,22.396254000000003,sxt,PG 1404+226,2MASX J14062191+2223462,Seyfert_1
193.051921,-13.41472,uvit1,NGC 4748,NGC  4748,Seyfert_1
191.8,13.900356,uvit1,NGC 4689,0.0,0.0
186.481667,18.213889,uvit1,NGC 4394,NGC  4394,GinPair
49.897333,-32.846167,uvit1,BMP19,CD-33  1173,Pec*
48.724083,-14.731889,uvit1,BMP40,LP  772-81,PM*
112.67270800000001,24.085167000000002,uvit1,BMP49,BD+24  1676,PM*
87.203075,-68.88940799999999,uvit1,LMC-71,HD 270171,Star
205.43575,47.690694,uvit1,BMP51,TYC 3466-1150-1,Pec*
258.537667,58.818389,uvit1,J171409d04p584906d2,UGC 10774,LINER
239.45416699999998,-54.415,laxpc2,2S 1553-542,2S 1553-542,HMXB
94.992575,-10.637417,uvit1,HD44179,HD  44179,post-AGB*
220.329917,7.792994,uvit1,LEDA 84268,LEDA   84268,Galaxy
287.442083,-63.857528,uvit1,NGC 6744,NGC  6744,GinGroup
272.68275,-27.963917,uvit1,AS281,EM* AS  281,Symbiotic*
274.281375,-56.02335600000001,laxpc2,QV Tel (HR 6819),HD 167128,Be*
272.462708,-27.766858000000003,uvit1,IRAS 18067-2746,IRAS 18067-2746,Em*
255.705754,-48.789767,sxt,GX339-4,V* V821 Ara,HMXB
246.416125,40.801167,uvit1,J162539d87p404804d2,2MASS J16253988+4048041,AGN
255.75426099999999,-48.604031,uvit1,gx339-4_1,0.0,0.0
255.98133199999998,-48.73965,uvit1,gx339-4_2,3FGL J1703.9-4843,gamma
255.899417,-48.972778999999996,uvit1,gx339-4_3,0.0,0.0
226.004975,10.437716,uvit1,PG 1501+106,Mrk  841,Seyfert_1
246.416125,40.801167,uvit1,J162539d87p404804d2,2MASS J16253988+4048041,AGN
241.382667,17.80725,uvit1,J160531d84p174826d1,2XMM J160531.8+174825,Seyfert_1
203.100833,11.106389,uvit1,MRK 789,Mrk  789,AGN
76.339345,-70.477508,uvit1,LMC-01,OGLE LMC-RRLYR-4565,RRLyr
77.41749899999999,-70.50125,uvit1,LMC-02,OGLE LMC-ECL-8900,EB*
138.603125,11.940417,uvit1,J091424d75p115625d5,2MASS J09142473+1156255,Seyfert_2
120.99983300000001,9.979667,uvit1,J080359d96p095846d8,2MASS J08035997+0958469,Seyfert_2
80.66219,-70.53416899999999,uvit1,LMC-05,OGLE LMC-ECL-14091,EB*
289.625,-60.498889,uvit1,VV 304,UCAC2   5473773,Star
81.744937,-70.53233900000001,uvit1,LMC-06,EROS2-star lm058-0m-14466,LPV*
